../../data/detectiondata/train/pos/1L_0010944_Q_6_2_5.png,483,356,574,427,leftHand_passenger
../../data/detectiondata/train/pos/1L_0012435_Q_6_2_5.png,49,296,155,360,leftHand_driver
../../data/detectiondata/train/pos/5L_0049495_I_3_0_3.png,334,57,478,186,rightHand_driver
../../data/detectiondata/train/pos/4L_0016915_I_5_0_3.png,136,179,274,319,leftHand_driver
../../data/detectiondata/train/pos/1L_0011197_Q_6_2_5.png,487,354,576,424,leftHand_passenger
../../data/detectiondata/train/pos/1L_0010803_Q_6_2_5.png,491,360,575,426,leftHand_passenger
../../data/detectiondata/train/pos/4L_0008156_I_5_0_3.png,229,339,342,508,leftHand_driver
../../data/detectiondata/train/pos/5L_0048752_I_3_0_3.png,125,199,240,335,leftHand_driver
../../data/detectiondata/train/pos/4L_0020390_I_5_0_3.png,446,432,569,542,rightHand_driver
../../data/detectiondata/train/pos/1L_0012072_Q_6_2_5.png,128,301,191,364,leftHand_driver
../../data/detectiondata/train/pos/1L_0011279_Q_6_2_5.png,487,354,576,424,leftHand_passenger
../../data/detectiondata/train/pos/4L_0016788_I_5_0_3.png,92,224,258,366,leftHand_driver
../../data/detectiondata/train/pos/4L_0020809_I_5_0_3.png,368,376,491,515,rightHand_driver
../../data/detectiondata/train/pos/1L_0010836_Q_6_2_5.png,61,301,140,358,leftHand_driver
../../data/detectiondata/train/pos/2L_0000049_X_7_4_3.png,443,330,556,479,leftHand_passenger
../../data/detectiondata/train/pos/1L_0012858_Q_6_2_5.png,488,357,581,430,leftHand_passenger
../../data/detectiondata/train/pos/1L_0010996_Q_6_2_5.png,483,356,574,427,leftHand_passenger
../../data/detectiondata/train/pos/4L_0020251_I_5_0_3.png,122,268,271,402,leftHand_driver
../../data/detectiondata/train/pos/11_0000604_0_0_0_0.png,368,584,492,680,rightHand_driver
../../data/detectiondata/train/pos/1L_0011875_Q_6_2_5.png,491,356,575,426,leftHand_passenger
../../data/detectiondata/train/pos/11_0000529_0_0_0_0.png,328,180,480,296,leftHand_driver
../../data/detectiondata/train/pos/1L_0011965_Q_6_2_5.png,488,356,572,426,leftHand_passenger
../../data/detectiondata/train/pos/4L_0020748_I_5_0_3.png,452,412,575,541,rightHand_driver
../../data/detectiondata/train/pos/1L_0012309_Q_6_2_5.png,49,300,154,360,leftHand_driver
../../data/detectiondata/train/pos/1L_0011366_Q_6_2_5.png,132,322,199,365,leftHand_driver
../../data/detectiondata/train/pos/4L_0020712_I_5_0_3.png,461,427,575,552,rightHand_driver
../../data/detectiondata/train/pos/4L_0008825_I_5_0_3.png,385,457,510,543,rightHand_driver
../../data/detectiondata/train/pos/1L_0010700_Q_6_2_5.png,48,303,129,353,leftHand_driver
../../data/detectiondata/train/pos/2L_0013784_X_7_4_3.png,316,120,391,206,rightHand_driver
../../data/detectiondata/train/pos/3L_0000657_X_9_0_3.png,251,60,345,171,rightHand_driver
../../data/detectiondata/train/pos/27_0002958_0_0_0_0.png,386,165,474,227,leftHand_driver
../../data/detectiondata/train/pos/1L_0012093_Q_6_2_5.png,221,275,312,357,rightHand_driver
../../data/detectiondata/train/pos/5L_0053425_I_3_0_3.png,337,56,490,200,rightHand_driver
../../data/detectiondata/train/pos/2L_0006274_X_7_4_3.png,331,180,401,271,rightHand_driver
../../data/detectiondata/train/pos/1L_0011254_Q_6_2_5.png,487,354,576,424,leftHand_passenger
../../data/detectiondata/train/pos/1L_0010812_Q_6_2_5.png,323,219,395,334,rightHand_driver
